tconst     ,orignal tittle                                            ,startYear ,averageRating ,numVotes
tt6484982  ,Newton                                                    ,     2017 ,          7.6 ,22K
tt18250130 ,Neymar                                                    ,     2023 ,          6.5 ,1.2K
tt29456689 ,Ni Main Sass Kuttni 2                                     ,     2024 ,          6.1 ,1.3K
tt5159408  ,Nibunan                                                   ,     2017 ,          6.5 ,1.1K
tt28455855 ,Nidurinchu jahapana                                       ,     2025 ,          9.5 ,2.1K
tt15477096 ,Night Drive                                               ,     2022 ,          6.7 ,2.3K
tt0368896  ,Nijam                                                     ,     2003 ,          6.6 ,2.1K
tt6047120  ,Nikka Zaildar                                             ,     2016 ,          7.4 ,1.4K
tt30825000 ,Nimma Vasthugalige Neeve Javaabdaararu                    ,     2025 ,          8.3 ,3.2K
tt6827430  ,Ninaithen Vandhai                                         ,     1998 ,          7.8 ,1.4K
tt32178794 ,Nindha                                                    ,     2024 ,          7.9 ,2K
tt11718526 ,Ninnila Ninnila                                           ,     2021 ,          7.5 ,1.6K
tt6996016  ,Ninnu Kori                                                ,     2017 ,          7.5 ,4.1K
tt32189846 ,Niram Marum Ulagil                                        ,     2025 ,              ,
tt4378694  ,Nirbaak                                                   ,     2015 ,          6.5 ,1K
tt15568760 ,Nitham Oru Vaanam                                         ,     2022 ,          7.2 ,2.1K
tt13298992 ,Nizhal                                                    ,     2021 ,          6.3 ,3K
tt8286926  ,Njan Prakashan                                            ,     2018 ,          7.7 ,5.5K
tt6096884  ,Njandukalude Naattil Oridavela                            ,     2017 ,          7.1 ,2.1K
tt14188930 ,"Nna, Thaan Case Kodu"                                    ,     2022 ,          8   ,6.1K
tt0451833  ,No Entry                                                  ,     2005 ,          6.6 ,13K
tt1734110  ,No One Killed Jessica                                     ,     2011 ,          7.2 ,13K
tt0995740  ,No Smoking                                                ,     2007 ,          7.3 ,9.6K
tt0271678  ,No: 20 Madras Mail                                        ,     1990 ,          7.8 ,1.4K
tt27555889 ,Nodadha Putagalu                                          ,     2023 ,          6.1 ,1.1K
tt3198468  ,North 24 Kaatham                                          ,     2013 ,          7.6 ,3.4K
tt31734707 ,Not Out                                                   ,     2024 ,          6.8 ,1.1K
tt13860794 ,Not Today                                                 ,     2021 ,          7.1 ,1.1K
tt8108034  ,Nota                                                      ,     2018 ,          6.2 ,3.2K
tt9105014  ,Notebook                                                  ,     2019 ,          7   ,3.5K
tt1946280  ,Noukadubi                                                 ,     2011 ,          7.7 ,1.1K
tt29274198 ,Nunakuzhi                                                 ,     2024 ,          6.8 ,2.9K
tt25234532 ,Nuvve Naa Pranam                                          ,     2022 ,          8.4 ,2K
tt0455663  ,Nuvvostanante Nenoddantana                                ,     2005 ,          7.8 ,4.1K
tt0311594  ,Nuvvu Naaku Nachchav                                      ,     2001 ,          8.8 ,6K
tt19731306 ,O                                                         ,     2022 ,          6.1 ,1.1K
tt4271820  ,O Kadhal Kanmani                                          ,     2015 ,          7.4 ,7.1K
tt26243612 ,O Saathiya                                                ,     2023 ,          6   ,8.7K
tt27655979 ,O.Baby                                                    ,     2023 ,          6.8 ,5.1K
tt15427934 ,O2                                                        ,     2024 ,          6.7 ,7.9K
tt15732324 ,OMG 2                                                     ,     2023 ,          7.5 ,45K
tt2283748  ,OMG: Oh My God!                                           ,     2012 ,          8.1 ,68K
tt7700730  ,October                                                   ,     2018 ,          7.6 ,20K
tt34388152 ,Officer on Duty                                           ,     2025 ,          7.9 ,1.5K
tt9348296  ,Oh Baby                                                   ,     2019 ,          7.3 ,3.3K
tt11947256 ,Oh Manapenne                                              ,     2021 ,          7.2 ,1.9K
tt2088847  ,Oh My Friend                                              ,     2011 ,          6.5 ,1.3K
tt11143108 ,Oh My Kadavule                                            ,     2020 ,          8   ,5.3K
tt3517192  ,Ohm Shanthi Oshaana                                       ,     2014 ,          7.7 ,6.6K
tt11041466 ,Oka Chinna Viramam                                        ,     2020 ,          6.2 ,1.8K
tt3399462  ,Oka Laila Kosam                                           ,     2014 ,          6   ,1.1K
tt27845205 ,Oka Pathakam Prakaaram                                    ,     2025 ,          9   ,2K
tt14989778 ,Oke Oka Jeevitham                                         ,     2022 ,          7.8 ,3.4K
tt7759320  ,Okka Kshanam                                              ,     2017 ,          6.9 ,1.1K
tt0366840  ,Okkadu                                                    ,     2003 ,          8   ,11K
tt11791964 ,Old Monk                                                  ,     2022 ,          6.6 ,1.7K
tt3189256  ,Om                                                        ,     1995 ,          9   ,4.3K
tt1024943  ,Om Shanti Om                                              ,     2007 ,          6.8 ,52K
tt6978268  ,Omerta                                                    ,     2017 ,          7.1 ,3.9K
tt0488414  ,Omkara                                                    ,     2006 ,          8   ,23K
tt4232066  ,Once Again                                                ,     2018 ,          6.9 ,1.3K
tt0364571  ,Once More                                                 ,     1997 ,          6.8 ,1.5K
tt1395054  ,Once Upon a Time in Mumbaai                               ,     2010 ,          7.4 ,19K
tt11250720 ,One                                                       ,     2021 ,          6.2 ,3.1K
tt14252742 ,One Small Story                                           ,     2021 ,          7.2 ,3.2K
tt0244794  ,Only You                                                  ,     1999 ,          6.2 ,1.8K
tt3835608  ,Oohalu Gusagusalade                                       ,     2014 ,          7.6 ,1.8K
tt5039054  ,Oopiri                                                    ,     2016 ,          8   ,6.4K
tt1890493  ,Oosaravelli                                               ,     2011 ,          6.5 ,4.1K
tt5436158  ,Oozham                                                    ,     2016 ,          6   ,1.5K
tt4365506  ,Open Tee Bioscope                                         ,     2015 ,          7.7 ,1.4K
tt7222976  ,Operation Alamelamma                                      ,     2017 ,          7.9 ,1.2K
tt11651550 ,Operation Java                                            ,     2021 ,          8   ,5.4K
tt28629230 ,Operation Raavan                                          ,     2024 ,          8.6 ,1.2K
tt18923048 ,Operation Romeo                                           ,     2022 ,          6.4 ,1.4K
tt5548032  ,Oppam                                                     ,     2016 ,          7.3 ,4.6K
tt1533748  ,Orange                                                    ,     2010 ,          6.7 ,4.3K
tt2355765  ,Ordinary                                                  ,     2012 ,          6.7 ,1.1K
